iter	Passed	Remaining
726	4994	1875
727	5000	1868
728	5006	1861
729	5013	1854
730	5019	1847
731	5026	1840
732	5032	1833
733	5039	1826
734	5046	1819
735	5052	1812
736	5059	1805
737	5065	1798
738	5071	1791
739	5080	1784
740	5086	1777
741	5093	1771
742	5099	1763
743	5105	1756
744	5114	1750
745	5120	1743
746	5127	1736
747	5133	1729
748	5139	1722
749	5145	1715
750	5151	1707
751	5157	1701
752	5164	1694
753	5171	1687
754	5178	1680
755	5184	1673
756	5192	1666
757	5198	1659
758	5205	1652
759	5212	1646
760	5219	1639
761	5226	1632
762	5234	1625
763	5241	1619
764	5247	1611
765	5255	1605
766	5262	1598
767	5269	1591
768	5275	1584
769	5281	1577
770	5288	1570
771	5295	1564
772	5304	1557
773	5311	1550
774	5317	1543
775	5324	1536
776	5330	1529
777	5338	1523
778	5344	1516
779	5351	1509
780	5357	1502
781	5363	1495
782	5370	1488
783	5376	1481
784	5382	1474
785	5388	1467
786	5394	1460
787	5401	1453
788	5407	1446
789	5413	1439
790	5420	1432
791	5426	1425
792	5433	1418
793	5439	1411
794	5446	1404
795	5452	1397
796	5459	1390
797	5467	1384
798	5473	1376
799	5481	1370
800	5488	1363
801	5494	1356
802	5503	1350
803	5509	1343
804	5516	1336
805	5522	1329
806	5529	1322
807	5535	1315
808	5541	1308
809	5547	1301
810	5553	1294
811	5559	1287
812	5565	1280
813	5570	1272
814	5576	1265
815	5583	1258
816	5589	1251
817	5596	1245
818	5602	1238
819	5608	1231
820	5615	1224
821	5621	1217
822	5629	1210
823	5635	1203
824	5643	1197
825	5649	1190
826	5655	1183
827	5664	1176
828	5672	1170
829	5679	1163
830	5685	1156
831	5693	1149
832	5700	1142
833	5707	1135
834	5713	1128
835	5719	1121
836	5726	1115
837	5732	1108
838	5738	1101
839	5745	1094
840	5751	1087
841	5758	1080
842	5765	1073
843	5772	1066
844	5778	1059
845	5784	1052
846	5790	1046
847	5796	1039
848	5802	1032
849	5809	1025
850	5814	1018
851	5820	1011
852	5832	1005
853	5838	998
854	5845	991
855	5850	984
856	5859	977
857	5866	970
858	5873	964
859	5879	957
860	5885	950
861	5895	943
862	5901	936
863	5907	929
864	5913	922
865	5919	915
866	5925	908
867	5931	902
868	5937	895
869	5943	888
870	5950	881
871	5956	874
872	5962	867
873	5969	860
874	5975	853
875	5982	846
876	5988	839
877	5994	832
878	6001	826
879	6007	819
880	6012	812
881	6020	805
882	6026	798
883	6032	791
884	6039	784
885	6045	777
886	6053	771
887	6059	764
888	6066	757
889	6073	750
890	6079	743
891	6088	737
892	6094	730
893	6101	723
894	6107	716
895	6113	709
896	6119	702
897	6125	695
898	6132	688
899	6138	682
900	6144	675
901	6151	668
902	6157	661
903	6163	654
904	6169	647
905	6175	640
906	6182	633
907	6188	627
908	6195	620
909	6201	613
910	6207	606
911	6214	599
912	6220	592
913	6226	585
914	6232	578
915	6238	572
916	6246	565
917	6252	558
918	6258	551
919	6265	544
920	6271	537
921	6278	531
922	6287	524
923	6294	517
924	6300	510
925	6306	503
926	6313	497
927	6319	490
928	6325	483
929	6331	476
930	6337	469
931	6344	462
932	6350	456
933	6356	449
934	6362	442
935	6368	435
936	6375	428
937	6381	421
938	6387	414
939	6394	408
940	6399	401
941	6406	394
942	6412	387
943	6418	380
944	6424	373
945	6430	367
946	6436	360
947	6444	353
948	6449	346
949	6454	339
950	6461	332
951	6467	326
952	6475	319
953	6481	312
954	6488	305
955	6494	298
956	6501	292
957	6508	285
958	6514	278
959	6520	271
960	6526	264
961	6532	258
962	6538	251
963	6544	244
964	6551	237
965	6557	230
966	6563	223
967	6569	217
968	6575	210
969	6581	203
970	6588	196
971	6594	189
972	6600	183
973	6608	176
974	6614	169
975	6621	162
976	6627	156
977	6633	149
978	6640	142
979	6646	135
980	6653	128
981	6659	122
982	6666	115
983	6673	108
984	6680	101
985	6687	94
986	6693	88
987	6700	81
988	6706	74
989	6713	67
990	6720	61
991	6726	54
992	6733	47
993	6739	40
994	6745	33
995	6751	27
996	6757	20
997	6764	13
998	6770	6
999	6776	0
