iter	Logloss
0	0.6497740937
1	0.6084777595
2	0.5728491564
3	0.5359722582
4	0.5033473116
5	0.4697009338
6	0.4436048381
7	0.41825568
8	0.3980091357
9	0.3791862845
10	0.3604649482
11	0.341314877
12	0.3242847345
13	0.3113049405
14	0.298806668
15	0.287057959
16	0.2754716595
17	0.2633498759
18	0.2545914146
19	0.2453344241
20	0.2375628637
21	0.2301673498
22	0.2225669679
23	0.2159526002
24	0.2083346133
25	0.2035447252
26	0.1981739082
27	0.1938636527
28	0.1900913476
29	0.1860516973
30	0.1819207412
31	0.1774396402
32	0.1729291782
33	0.1689165804
34	0.1649533444
35	0.1616056596
36	0.1582455587
37	0.1550631809
38	0.1523145253
39	0.1504671459
40	0.1477834287
41	0.1445325247
42	0.1422103184
43	0.1397041473
44	0.1380448546
45	0.1354499973
46	0.133407701
47	0.1307632955
48	0.1288815492
49	0.1271519511
50	0.1251495524
51	0.1234692954
52	0.1217640211
53	0.1202993351
54	0.119028439
55	0.1177033391
56	0.1163452789
57	0.1149331276
58	0.1141692221
59	0.1128776448
60	0.1115021488
61	0.1100974045
62	0.1088850473
63	0.1078617979
64	0.1065422396
65	0.1057108235
66	0.1048414607
67	0.1036711473
68	0.102957758
69	0.1021912846
70	0.1014209784
71	0.100743821
72	0.09986954157
73	0.09898465601
74	0.09829637035
75	0.09764498117
76	0.09660137523
77	0.09587613262
78	0.09514192705
79	0.09453757427
80	0.09400681151
81	0.09345539806
82	0.09281431454
83	0.09234991105
84	0.0917479353
85	0.09117414209
86	0.09070059583
87	0.09019570152
88	0.08964539855
89	0.0890209889
90	0.08849076314
91	0.08819427896
92	0.08778659744
93	0.0874398009
94	0.0869248783
95	0.08632908007
96	0.08583101949
97	0.08529351378
98	0.08481863363
99	0.08433006418
100	0.08384503512
101	0.08349199913
102	0.0831037742
103	0.08275031775
104	0.08224276935
105	0.08179881442
106	0.0815710306
107	0.08129586036
108	0.08075270107
109	0.08016007739
110	0.07973667903
111	0.07941026139
112	0.07895620247
113	0.07864186008
114	0.078414991
115	0.07810892421
116	0.07769128366
117	0.07723626577
118	0.07699381273
119	0.07670788384
120	0.07638657592
121	0.07615869654
122	0.07589110123
123	0.07546523241
124	0.07520509629
125	0.0747454486
126	0.07438703135
127	0.07408692995
128	0.07388627937
129	0.07362087572
130	0.07329400325
131	0.07300388939
132	0.07274918036
133	0.07243006398
134	0.07206667862
135	0.07189360696
136	0.07148811911
137	0.07119769434
138	0.07106359882
139	0.07075524996
140	0.07037967584
141	0.07014739308
142	0.06976752313
143	0.06934543554
144	0.06902702033
145	0.06876575457
146	0.06842643474
147	0.06805700313
148	0.06791232313
149	0.06768110276
150	0.0674675506
151	0.06732223246
152	0.06694253947
153	0.06672890138
154	0.06649514344
155	0.06614439602
156	0.06595613661
157	0.06575828996
158	0.06556151064
159	0.06541911549
160	0.06514514667
161	0.06491241245
162	0.06470498382
163	0.06449102351
164	0.06436718876
165	0.06413220746
166	0.06398227295
167	0.06372703492
168	0.06356660051
169	0.06317463697
170	0.06296259417
171	0.06279183392
172	0.06258680541
173	0.06245263526
174	0.06219043236
175	0.06196762793
176	0.06175049457
177	0.06150371333
178	0.06132356917
179	0.06114092404
180	0.06090707523
181	0.06060859756
182	0.06022526334
183	0.05996358483
184	0.05971785468
185	0.05940454566
186	0.05921988066
187	0.05905865112
188	0.05882695796
189	0.05859016199
190	0.05830790083
191	0.0581048122
192	0.05796324079
193	0.0577362641
194	0.05760031144
195	0.05724196793
196	0.05714075595
197	0.05698477848
198	0.05684486258
199	0.0566677225
200	0.05648746429
201	0.05638054956
202	0.05621435535
203	0.05604986467
204	0.05588314523
205	0.05565440759
206	0.05537606993
207	0.05519928678
208	0.05499372333
209	0.05483821597
210	0.05456431217
211	0.05440340975
212	0.05428059225
213	0.05413231349
214	0.05390589005
215	0.05372270466
216	0.05339627796
217	0.05319624771
218	0.05290506696
219	0.05272460402
220	0.05253054566
221	0.05240120587
222	0.05205282431
223	0.05189335926
224	0.05170841368
225	0.05153018522
226	0.05138587861
227	0.05123810487
228	0.05110111378
229	0.05098574691
230	0.05088317425
231	0.0507675495
232	0.05065475601
233	0.05049350037
234	0.05035229679
235	0.05017995113
236	0.05003682076
237	0.04989770969
238	0.04972476818
239	0.0496378309
240	0.0494406743
241	0.04930336948
242	0.04917314526
243	0.0490321667
244	0.04884575994
245	0.04876203548
246	0.0486251064
247	0.04851700793
248	0.04842032614
249	0.04828705728
250	0.04814404869
251	0.04797501523
252	0.04775105946
253	0.04764951318
254	0.04742842987
255	0.04723223074
256	0.04710586549
257	0.04697358901
258	0.04685861858
259	0.04678403436
260	0.04665873723
261	0.04653300867
262	0.04644851126
263	0.04623402595
264	0.04610651604
265	0.04584749921
266	0.04573655435
267	0.04551981517
268	0.04542220925
269	0.04525714601
270	0.0451794123
271	0.0449896574
272	0.0448904235
273	0.044776641
274	0.04461740385
275	0.04444141173
276	0.04433448229
277	0.04418147864
278	0.04395923088
279	0.04383994669
280	0.04378333117
281	0.04359673369
282	0.04343313657
283	0.04329255028
284	0.04318839168
285	0.04306349342
286	0.0428630988
287	0.04276717121
288	0.0425777248
289	0.04247997721
290	0.0423787934
291	0.04221412555
292	0.04202673852
293	0.04183892231
294	0.04176992437
295	0.04169112368
296	0.04153945295
297	0.04139055092
298	0.04129457337
299	0.04114579567
300	0.04102792719
301	0.04092918653
302	0.04083172284
303	0.04075128925
